,train_loss,val_loss
0,0.4661906894113197,0.2515259188374663
1,0.2523057036956803,0.1935900780889723
2,0.24632678315287732,0.14280537024042964
3,0.2998852539257925,0.12188610044959323
4,0.2809741702236113,0.11297372918502957
5,0.1623652402739056,0.11782660457043866
6,0.2403242779804058,0.12442067382382412
7,0.2154144731457116,0.11412372659234439
8,0.25887078510933237,0.12037973992185655
9,0.21786245972406668,0.12351277003101274
10,0.20686554261406914,0.12863722618888407
11,0.31119973175838345,0.12170419681305979
12,0.20156091634855897,0.13605858687481848
13,0.1988323176981973,0.13810074017717947
14,0.24918893590325214,0.13180776203379913
15,0.23720846996932735,0.1322621935917661
16,0.261722736915604,0.1369201264350243
17,0.2801153229885414,0.13484560849230273
18,0.23713197754543336,0.1348965444595985
19,0.24962095904057144,0.1309765744832606
20,0.23660829675490738,0.13303013798458124
21,0.24646208252086013,0.13786133753707985
22,0.23602202412534934,0.13504493509242738
23,0.2280437543255384,0.13307185120442333
24,0.24517328744051886,0.13193045254626307
25,0.23824620417884138,0.12684678895021576
26,0.3039493152841193,0.12796694468828587
27,0.24638768395439523,0.13497604809555352
28,0.23272945573095416,0.13228456042950448
29,0.2522261106088513,0.13641560623069215
30,0.2210189062552374,0.13486775970147327
31,0.2179002065639027,0.13074022297765694
32,0.2509710942624045,0.1343381441886129
33,0.20654926143708777,0.12785068407557368
34,0.30214921177410686,0.12962733959060868
35,0.2372698637305713,0.1377950867796256
36,0.23617603642041565,0.1416338919814116
37,0.22624973952770233,0.1382338895517237
38,0.23192830823484015,0.1427573310393913
39,0.17428928735803384,0.1473917591026406
40,0.20989709310844296,0.12896057515362508
41,0.23792679388014998,0.13168934240839839
42,0.20156742962168867,0.13518967425901127
43,0.2512801604681328,0.13807407450052647
44,0.25469817355519436,0.1328327299333086
45,0.2515242334272041,0.13867713092199338
46,0.23304619285903994,0.1354278345513188
47,0.24111961439007618,0.13256794409035078
48,0.23098030161173616,0.13120919115403118
49,0.24403211987409434,0.13228221052612354
