,train_loss,val_loss
0,0.5698723277596177,0.1458413117851307
1,0.3013188372381398,0.09945933335746815
2,0.21390579079018265,0.07235928025900148
3,0.14261977496694345,0.07469588946672825
4,0.09880244585334277,0.13398313989826277
5,0.1347967894350896,0.10728708747165655
6,0.21110337508506463,0.20126357421376348
7,0.248465182107003,0.08171140212638706
8,0.12396078422421315,0.08301573719074523
9,0.14570012761921178,0.09023846793018915
10,0.10195920140039726,0.09706494932860331
11,0.1420594094718089,0.08110105445961548
12,0.10814082940093807,0.09970679002649643
13,0.06957820888425482,0.09346524270531399
14,0.12840086759113875,0.09699500191445444
15,0.08931796252727509,0.10590209096085791
16,0.09166423194721098,0.09980487219648423
17,0.10139889795272077,0.08593772517310248
18,0.1146648396722606,0.09182879971522911
19,0.08749769481479144,0.08856615326762979
20,0.09205252982553888,0.08489907138487872
21,0.09565167764171226,0.08926807003083571
22,0.20678736074048965,0.0866649602752885
23,0.10688254872306449,0.08623545387991113
24,0.11450812635851688,0.08563466944725685
25,0.08711487641100024,0.10274865697411929
26,0.09397197453702083,0.09268289298013924
27,0.07247355091767232,0.09726163024216695
28,0.08450564265739723,0.08637466812445448
29,0.09003219301583337,0.09391812678256066
30,0.05072394624108174,0.09004417003369798
31,0.1556237774794219,0.09248211414985408
32,0.13718926613448096,0.09415373342489106
33,0.08534978818698008,0.1073891547770282
34,0.1304349953033885,0.09191844101045646
35,0.05421251034150358,0.09565223120396434
36,0.08911432789974526,0.09832018302157035
37,0.1881129579221616,0.08623949881472619
38,0.0896381603889778,0.09104114537145577
39,0.1364591373283355,0.10179398223465565
40,0.06684615646229415,0.09724544388016844
41,0.1248543133012584,0.09358855478124681
42,0.1619390750029048,0.08576940243540246
43,0.09148400179186805,0.09071232368743498
44,0.1193958188666672,0.09309799920499714
45,0.09202761508402277,0.09594165382821576
46,0.12570514065808938,0.08592213758456162
47,0.13850798738784478,0.08482111084694956
48,0.17164795882389194,0.09688814286313026
49,0.1608915966553766,0.09238996225244858
